DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,SERIES_NAME:Series Name,SERIES_YEAR:Series Year,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REGIONAL_GROUP:Regional group,COUNTRY_NOTES:Country notes,CONNECTION:Connection,DEATH_CATEGORY:Death category,CATEGORY:Category,OBS_STATUS:Observation Status,UNIT_MEASURE:Unit of measure,SERIES_CATEGORY:Series Category,SERIES_TYPE:Series Type,STD_ERR:Standard Error,REF_DATE:Reference Date,AGE_GROUP_OF_WOMEN:Age Group of Women,TIME_SINCE_FIRST_BIRTH:Time Since First Birth,DEFINITION:Definition,INTERVAL:Interval,SERIES_METHOD:Series Method,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STATUS:Status,YEAR_TO_ACHIEVE:Year to achieve,MODEL:Model Used
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2020-06,3.14106216479608,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2020.5,,,,1,,3.02516359771153,3.26363623866323,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1950-06,24.66968273,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.362398663,1950.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1951-06,25.1715515,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.363063552,1951.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1952-06,24.26191335,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.350988875,1952.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1953-06,23.13223066,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.338065058,1953.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1954-06,22.48364668,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.329296104,1954.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1955-06,22.246573,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.324115157,1955.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1956-06,21.79267448,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.317869102,1956.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1957-06,21.88403087,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.316040304,1957.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1958-06,20.59583386,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.304551938,1958.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1959-06,21.56593667,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.309879483,1959.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1960-06,20.26814366,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.298966691,1960.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1961-06,19.67521833,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.293340027,1961.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1962-06,20.28023599,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.296711823,1962.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1963-06,19.60039362,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.29067588,1963.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1964-06,18.74809761,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.283290466,1964.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1965-06,18.31362517,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.278867072,1965.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1966-06,18.11947205,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.275989711,1966.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1967-06,18.25448416,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.275351918,1967.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1968-06,18.37765984,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.276198487,1968.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1969-06,18.09930631,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.268972663,1969.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1970-06,18.38338053,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.267184081,1970.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1971-06,17.84464883,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.254105953,1971.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1972-06,16.30552805,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.248067518,1972.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1973-06,16.00852743,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.254237138,1973.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1974-06,16.14441378,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.256608641,1974.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1975-06,13.93589488,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.24455598,1975.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1976-06,13.58724955,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.244218964,1976.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1977-06,12.38155556,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.233912788,1977.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1978-06,12.06304563,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.230849853,1978.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1979-06,11.27321486,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.224773901,1979.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1980-06,10.77693353,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.21859908,1980.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1981-06,10.08108249,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.206748806,1981.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1982-06,10.10222308,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.205206275,1982.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1983-06,9.657632001,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.199533942,1983.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1984-06,9.450120835,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.200945925,1984.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1985-06,9.845370736,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.199508699,1985.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1986-06,8.868296443,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.190876594,1986.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1987-06,9.00381082,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.192112117,1987.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1988-06,8.170926065,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.18217878,1988.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1989-06,8.491716102,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.183501589,1989.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1990-06,7.870584985,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.174020147,1990.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1991-06,6.841779907,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.163862877,1991.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1992-06,6.984545617,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.164436593,1992.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1993-06,5.940133184,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.152275984,1993.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1994-06,5.913563862,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.151381175,1994.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1995-06,5.509096199,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.146642242,1995.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1996-06,5.521018862,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.14748054,1996.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1997-06,5.359136818,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.145875831,1997.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1998-06,4.989631235,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.141383268,1998.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1999-06,5.540861072,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.149211521,1999.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2000-06,5.115154318,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.143144861,2000.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2001-06,5.004410333,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.142515267,2001.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2002-06,4.819288475,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.138568649,2002.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2003-06,4.837335012,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.138780031,2003.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2004-06,4.690252348,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.135822287,2004.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2005-06,5.154166721,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.138112869,2005.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2006-06,4.878259969,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.134205048,2006.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2007-06,4.334327623,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.121802566,2007.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2008-06,4.235467097,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.118372739,2008.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2009-06,4.246621982,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.118728809,2009.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2010-06,4.231014056,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.118106321,2010.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,AUS: Australia,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2011-06,3.911839491,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.113883972,2011.5,,,,1,VR: Vital Registration,,,,,
